Datum/Zeit;O3 [ug/m3];NO2 [ug/m3];SO2 [ug/m3];CO [mg/m3];PM10 [ug/m3];PM2.5 [ug/m3];EC [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
02.12.2000;8.2;24.7;2.2;0.68;;;;63.0;5.8;0.4;25.9
03.12.2000;62.9;10.1;1.0;0.29;;;;12.2;7.5;0.0;29.3
04.12.2000;32.1;20.6;1.5;0.39;;;;40.2;5.0;0.0;39.3
05.12.2000;10.1;26.8;1.5;0.49;;;;56.6;3.3;0.0;25.0
06.12.2000;5.0;28.0;2.0;0.59;;;;70.7;3.7;6.2;12.1
07.12.2000;5.1;28.1;2.0;0.62;;;;72.3;4.1;1.3;13.0
08.12.2000;43.5;25.7;2.5;0.58;;;;70.8;6.5;7.5;8.7
09.12.2000;55.5;18.5;1.2;0.33;;;;21.8;7.1;1.8;30.0
10.12.2000;68.5;7.3;0.8;0.20;;;;8.4;7.0;1.4;22.5
11.12.2000;50.5;28.2;2.9;0.41;;;;62.9;6.0;0.0;55.8
12.12.2000;11.8;32.4;4.9;0.65;;;;105.8;4.7;0.0;39.9
13.12.2000;52.3;17.1;2.1;0.24;;;;20.2;10.7;0.0;27.5
14.12.2000;48.0;24.5;2.0;0.26;;;;29.0;7.8;2.2;11.7
15.12.2000;72.9;7.2;0.7;0.18;;;;8.4;4.6;6.1;22.5
16.12.2000;64.0;9.5;0.8;0.22;;;;10.7;2.9;1.1;25.7
17.12.2000;69.1;8.6;1.0;0.22;;;;9.6;;;
18.12.2000;38.3;33.8;3.1;0.45;;;;71.1;1.4;0.0;46.0
19.12.2000;35.4;35.6;4.2;0.55;;;;80.8;3.0;0.0;51.3
20.12.2000;6.7;36.1;2.9;0.57;;;;82.2;1.9;0.0;13.9
21.12.2000;15.7;30.2;1.0;0.41;;;;37.2;2.5;0.0;9.1
22.12.2000;27.9;31.3;0.9;0.40;;;;36.6;1.3;0.0;21.8
23.12.2000;26.1;28.5;0.6;0.40;;;;32.0;-1.3;0.0;24.7
24.12.2000;21.3;20.2;1.1;0.46;;;;25.4;-1.1;0.0;26.6
25.12.2000;34.9;18.6;1.4;0.49;;;;22.5;2.7;11.1;19.0
26.12.2000;41.5;18.1;1.0;0.40;;;;22.6;2.9;1.4;36.5
27.12.2000;42.5;24.4;1.6;0.49;;;;39.6;2.3;0.0;48.0
28.12.2000;51.2;22.0;1.6;0.45;;;;30.2;2.5;0.8;43.1
29.12.2000;54.1;21.9;2.0;0.44;;;;36.1;0.6;0.0;28.8
30.12.2000;73.3;7.8;1.1;0.24;;;;9.5;0.2;0.7;42.7
31.12.2000;60.6;9.6;1.3;0.32;;;;11.2;-2.0;0.0;61.3
01.01.2001;36.7;19.7;2.4;0.48;;;;23.5;-2.0;0.0;28.8
02.01.2001;49.8;22.6;1.8;0.48;;;;27.1;1.8;36.8;4.5
03.01.2001;74.4;14.1;1.2;0.23;;;;15.7;4.9;1.2;52.0
04.01.2001;67.4;19.9;2.0;0.31;;;;33.2;3.1;1.8;14.6
05.01.2001;65.7;11.9;1.2;0.22;;;;13.1;5.8;4.3;11.0
06.01.2001;81.4;6.7;0.7;0.21;;;;7.5;5.0;38.0;5.6
07.01.2001;70.5;7.3;0.6;0.28;;;;8.2;2.4;2.2;29.1
08.01.2001;55.5;18.8;1.0;0.36;;;;21.8;2.7;0.8;18.4
09.01.2001;56.0;24.6;1.4;0.37;;;;35.5;0.6;0.0;62.8
10.01.2001;18.8;29.9;3.1;0.62;;;;62.8;1.0;0.0;18.3
11.01.2001;6.4;32.1;3.2;0.73;;;;78.8;2.7;1.9;16.5
12.01.2001;24.4;35.0;1.6;0.51;;;;49.8;3.5;4.7;11.5
13.01.2001;51.0;12.3;0.9;0.30;;;;13.6;-0.9;0.0;11.1
14.01.2001;49.6;10.4;1.4;0.31;;;;11.6;-3.0;0.0;15.0
15.01.2001;42.2;19.6;1.2;0.41;;;;23.9;-2.1;0.0;28.8
16.01.2001;33.7;25.2;1.2;0.49;;;;35.9;-2.1;0.0;64.7
17.01.2001;24.3;37.7;1.3;0.58;;;;52.0;-2.3;0.0;30.4
18.01.2001;27.2;34.4;2.4;0.54;;;;50.5;0.8;0.0;35.5
19.01.2001;19.7;37.1;2.2;0.54;;;;65.2;1.2;3.1;26.8
20.01.2001;53.8;28.1;1.8;0.55;;;;40.7;2.3;2.8;33.5
21.01.2001;56.3;15.8;1.2;0.38;;;;17.9;0.9;0.0;52.9
22.01.2001;34.7;34.0;3.3;0.66;;;;69.1;1.4;0.0;64.7
23.01.2001;69.6;23.0;1.5;0.30;;;;25.4;6.1;6.2;36.2
24.01.2001;73.2;22.9;2.0;0.29;;;;29.8;6.3;13.9;10.0
25.01.2001;59.8;22.4;1.2;0.31;;;;33.8;3.4;9.5;45.6
26.01.2001;73.8;25.4;1.6;0.35;;;;35.8;3.7;0.0;85.1
27.01.2001;85.2;10.2;0.6;0.24;;;;11.6;3.5;4.8;77.9
28.01.2001;70.3;21.3;1.9;0.54;;;;24.1;0.2;0.0;74.2
29.01.2001;66.7;19.8;2.4;0.34;;;;25.1;1.1;0.0;72.7
30.01.2001;65.2;19.7;2.1;0.33;;;;22.8;1.1;0.0;60.3
31.01.2001;54.3;27.3;2.9;0.44;;;;45.0;-1.2;0.0;86.5
01.02.2001;67.8;21.4;2.1;0.36;;;;24.8;-1.2;0.0;74.5
02.02.2001;52.8;28.9;2.4;0.41;;;;45.7;-2.4;0.0;63.5
03.02.2001;77.8;12.9;1.4;0.24;;;;14.0;4.2;12.4;23.8
04.02.2001;70.6;8.9;0.9;0.19;;;;10.0;8.1;6.4;77.6
05.02.2001;78.4;9.4;1.2;0.20;;;;10.6;8.5;3.6;41.6
06.02.2001;73.3;23.1;2.5;0.35;;;;28.3;9.6;0.0;73.3
07.02.2001;10.2;39.6;5.0;0.69;;;;91.1;5.8;0.0;36.2
08.02.2001;78.4;28.9;3.2;0.49;;;;55.1;7.2;9.1;45.2
09.02.2001;76.8;14.3;0.8;0.29;;;;16.5;4.9;0.7;78.3
10.02.2001;70.9;19.1;1.5;0.45;;;;24.1;1.8;0.0;112.0
11.02.2001;74.6;16.1;1.2;0.48;;;;18.8;2.6;0.0;108.3
12.02.2001;;;;;;;;;4.0;0.0;93.4
13.02.2001;;;;;;;;;7.3;0.8;31.9
14.02.2001;;;;;;;;;4.4;0.0;30.2
15.02.2001;48.6;28.6;1.6;0.43;;;;33.9;3.9;0.0;95.9
16.02.2001;44.5;33.3;2.0;0.61;;;;64.7;1.9;0.0;74.4
17.02.2001;58.7;28.9;2.5;0.41;;;;32.1;3.1;0.0;72.7
18.02.2001;41.5;34.8;2.2;0.50;;;;41.8;2.9;0.0;64.2
19.02.2001;57.7;30.5;3.3;0.49;;;;48.4;1.7;0.0;113.5
20.02.2001;80.9;25.6;2.6;0.41;;;;44.6;2.0;0.0;117.2
21.02.2001;78.1;29.9;2.7;0.40;;;;42.4;2.5;0.0;114.0
22.02.2001;57.1;17.4;1.3;0.28;;;;20.2;5.9;0.1;42.4
23.02.2001;75.0;11.7;0.6;0.22;;;;13.4;5.4;1.6;64.9
24.02.2001;81.6;12.0;1.0;0.27;;;;13.3;0.2;0.4;70.6
25.02.2001;80.8;12.4;1.7;0.33;;;;13.8;-1.8;0.0;94.3
26.02.2001;86.1;18.8;1.7;0.33;;;;27.5;-1.7;0.0;143.8
27.02.2001;71.2;27.0;2.4;0.41;;;;43.6;-1.7;0.0;110.4
28.02.2001;82.8;29.8;3.3;0.45;;;;50.0;0.8;0.0;50.5
01.03.2001;81.2;10.5;0.8;0.24;;;;12.1;1.6;5.7;73.7
02.03.2001;80.5;28.5;2.4;0.38;;;;43.8;-0.2;21.0;72.8
03.03.2001;70.1;29.8;1.7;0.50;;;;35.7;2.9;20.4;68.8
04.03.2001;89.9;15.3;0.8;0.34;;;;16.7;5.2;39.8;34.0
05.03.2001;83.4;22.9;1.2;0.37;;;;29.7;4.8;2.6;84.7
06.03.2001;77.6;25.7;2.0;0.46;;;;39.2;3.9;0.0;127.8
07.03.2001;45.7;36.0;2.5;0.59;;;;51.0;6.4;1.7;77.7
08.03.2001;66.3;23.3;1.4;0.48;;;;35.3;7.5;22.0;19.8
09.03.2001;93.4;16.6;0.8;0.26;;;;18.4;8.3;0.8;109.5
10.03.2001;79.7;13.1;0.8;0.26;;;;14.5;8.5;3.4;76.7
11.03.2001;71.9;9.9;0.6;0.23;;;;11.0;9.6;11.6;40.7
12.03.2001;96.0;13.2;0.7;0.20;;;;17.4;9.0;33.7;34.7
13.03.2001;97.5;6.5;0.3;0.19;;;;7.7;6.8;8.6;124.2
14.03.2001;95.2;7.2;0.3;0.20;;;;8.3;6.7;5.2;63.7
15.03.2001;82.5;19.6;0.9;0.30;;;;23.4;9.0;0.5;59.3
16.03.2001;97.4;18.7;1.4;0.36;;;;34.5;8.4;0.9;150.7
17.03.2001;86.0;9.5;0.4;0.23;;;;10.7;8.0;16.5;30.8
18.03.2001;90.7;6.1;0.5;0.21;;;;7.1;8.6;1.9;93.9
19.03.2001;102.9;7.3;0.4;0.23;;;;9.0;7.5;0.3;80.9
20.03.2001;60.3;15.5;0.7;0.30;;;;18.9;6.8;12.5;54.0
21.03.2001;96.5;10.9;0.4;0.20;;;;12.3;9.9;16.1;23.9
22.03.2001;102.6;4.5;0.3;0.19;;;;5.5;12.3;4.4;105.0
23.03.2001;77.0;18.2;1.7;0.27;;;;22.5;12.3;5.0;64.5
24.03.2001;88.4;12.0;1.1;0.30;;;;13.8;12.4;2.4;119.5
25.03.2001;100.9;4.5;0.3;0.19;;;;5.5;10.6;7.1;133.0
26.03.2001;83.6;14.2;0.5;0.29;;;;15.9;7.6;3.5;61.7
27.03.2001;97.0;16.8;0.9;0.40;;;;20.0;8.2;0.0;170.8
28.03.2001;102.3;16.7;0.9;0.34;;;;23.8;8.5;3.0;141.7
29.03.2001;94.9;10.1;0.3;0.21;;;;11.3;6.8;14.8;51.2
30.03.2001;96.9;13.4;0.7;0.32;;;;15.5;5.8;1.1;84.3
31.03.2001;113.9;14.0;1.1;0.45;;;;17.4;6.3;0.0;226.4
01.04.2001;123.3;11.4;0.9;0.46;;;;13.3;8.9;0.0;239.1
02.04.2001;138.1;18.1;2.1;0.36;;;;33.3;11.1;0.0;226.9
03.04.2001;122.3;13.3;2.5;0.31;;;;14.8;11.8;0.0;137.9
04.04.2001;108.0;14.2;1.4;0.29;;;;27.2;8.3;9.9;70.0
05.04.2001;105.6;7.7;0.3;0.20;;;;9.6;7.5;1.0;208.6
06.04.2001;101.9;6.6;0.3;0.20;;;;8.0;10.0;5.6;162.1
07.04.2001;100.4;5.3;0.2;0.21;;;;6.1;7.4;19.0;88.6
08.04.2001;99.1;3.9;0.3;0.21;;;;4.9;6.6;5.1;122.7
09.04.2001;91.3;9.8;0.3;0.23;;;;11.3;6.9;2.1;77.2
10.04.2001;87.8;7.6;0.4;0.21;;;;9.0;8.0;2.0;64.0
11.04.2001;93.9;7.8;0.5;0.22;;;;10.0;6.9;1.9;155.4
12.04.2001;102.1;10.3;1.3;0.27;;;;12.3;7.9;0.0;129.8
13.04.2001;106.3;6.0;1.6;0.23;;;;7.0;5.9;0.0;239.0
14.04.2001;111.5;5.2;0.9;0.23;;;;7.1;3.3;0.0;253.5
15.04.2001;106.3;5.1;0.5;0.22;;;;6.0;4.0;3.5;72.0
16.04.2001;92.3;3.7;0.3;0.20;;;;4.7;5.7;2.5;112.8
17.04.2001;96.2;9.1;0.6;0.25;;;;13.1;5.1;0.0;204.5
18.04.2001;98.7;8.3;0.5;0.24;;;;11.3;6.1;1.6;155.2
19.04.2001;105.4;5.1;0.2;0.20;;;;6.3;4.6;0.5;105.3
20.04.2001;100.5;7.6;0.8;0.26;;;;9.4;3.3;0.2;210.0
21.04.2001;87.0;8.4;0.9;0.29;;;;9.6;1.3;1.6;81.3
22.04.2001;99.0;7.0;0.5;0.27;;;;8.0;3.9;0.1;141.2
23.04.2001;77.7;21.6;2.2;0.36;;;;52.5;3.1;0.9;84.3
24.04.2001;74.5;18.6;1.0;0.37;;;;26.9;6.7;0.0;149.4
25.04.2001;94.5;14.2;0.6;0.30;;;;19.1;8.2;28.4;58.1
26.04.2001;107.4;7.0;0.4;0.23;;;;8.3;8.7;1.5;188.8
27.04.2001;102.1;14.7;1.3;0.28;;;;20.0;10.2;0.0;169.8
28.04.2001;115.2;5.6;0.6;0.21;;;;6.5;13.3;0.1;216.9
29.04.2001;92.4;8.7;0.9;0.26;;;;10.2;12.1;1.0;132.4
30.04.2001;97.0;14.0;1.1;0.31;;;;19.4;12.3;0.0;167.8
01.05.2001;88.4;11.9;0.8;0.28;;;;15.6;11.7;0.0;92.8
02.05.2001;116.7;13.7;1.1;0.29;;;;19.4;13.5;0.0;203.4
03.05.2001;102.1;10.9;0.6;0.25;;;;12.6;14.2;0.0;132.6
04.05.2001;103.2;12.2;0.7;0.24;;;;14.2;14.0;0.6;184.2
05.05.2001;84.8;9.6;0.5;0.25;;;;10.8;11.4;0.0;83.5
06.05.2001;64.2;6.9;0.3;0.23;;;;8.1;10.0;0.1;115.6
07.05.2001;40.8;12.1;0.4;0.25;;;;15.2;10.2;0.0;112.8
08.05.2001;67.0;15.8;0.5;0.27;;;;19.3;12.2;0.0;135.2
09.05.2001;100.8;14.9;0.9;0.30;;;;19.8;13.9;0.0;197.5
10.05.2001;129.1;16.3;1.2;0.34;;;;23.4;16.1;0.3;237.2
11.05.2001;139.0;11.2;1.1;0.24;;;;15.9;16.0;0.0;299.1
12.05.2001;136.9;10.1;1.1;0.23;;;;11.9;16.2;0.0;302.5
13.05.2001;140.3;9.5;0.9;0.23;;;;10.9;16.8;0.0;295.4
14.05.2001;129.7;12.9;1.2;0.21;;;;19.7;16.5;1.5;205.4
15.05.2001;112.1;9.8;0.4;0.20;;;;11.3;13.4;12.8;115.7
16.05.2001;112.7;9.0;0.7;0.21;;;;10.8;15.7;7.5;181.1
17.05.2001;87.4;8.2;;0.18;;;;9.6;13.8;17.2;56.7
18.05.2001;107.8;6.3;;0.19;;;;8.1;11.2;6.1;242.8
19.05.2001;119.7;6.5;0.7;0.23;10.0;;;7.9;12.3;0.0;326.9
20.05.2001;114.6;7.0;0.7;0.24;15.6;;;8.1;14.3;0.0;277.5
21.05.2001;137.3;9.5;1.0;0.23;21.7;;;11.5;16.5;0.0;274.0
22.05.2001;138.1;10.3;1.7;0.22;24.7;;;11.5;17.3;0.0;245.7
23.05.2001;144.0;13.6;1.1;0.24;23.7;;;17.3;17.3;0.0;287.7
24.05.2001;127.1;5.8;0.4;0.20;15.7;;;6.6;16.9;4.5;224.9
25.05.2001;124.6;10.5;0.5;0.26;17.1;;;12.6;16.2;0.1;182.3
26.05.2001;148.4;9.2;0.7;0.25;22.2;;;10.3;18.0;0.0;305.1
27.05.2001;145.2;7.3;0.6;0.24;21.8;;;8.1;19.5;0.0;294.7
28.05.2001;139.1;9.8;0.6;0.22;20.1;;;11.9;20.8;0.0;305.6
29.05.2001;119.9;10.2;0.6;0.20;16.7;;;12.6;21.3;0.0;320.2
30.05.2001;119.5;9.5;0.5;0.20;17.4;;;11.4;21.7;0.0;317.9
31.05.2001;112.4;9.7;0.4;0.18;16.0;;;12.0;18.4;4.8;180.7
01.06.2001;116.3;10.2;0.5;0.19;11.7;;;12.9;14.3;0.0;306.4
02.06.2001;102.8;6.8;0.4;0.17;10.8;;;7.3;12.2;9.3;83.6
03.06.2001;91.6;3.0;0.2;0.15;5.0;;;3.3;9.9;8.4;187.0
04.06.2001;104.1;6.0;0.3;0.17;6.7;;;6.9;11.2;0.0;341.5
05.06.2001;123.6;15.3;1.0;0.22;14.7;;;20.0;14.9;0.0;312.4
06.06.2001;108.9;8.0;0.3;0.17;8.1;;;8.8;14.0;9.0;128.8
07.06.2001;107.8;7.2;0.3;0.16;10.6;;;8.7;16.3;0.0;281.8
08.06.2001;68.7;16.9;0.5;0.22;16.5;;;23.4;13.9;18.5;59.2
09.06.2001;77.7;6.3;0.2;0.18;5.7;;;7.0;13.8;30.0;67.8
10.06.2001;74.2;4.8;0.2;0.17;5.4;;;5.2;13.0;17.6;66.3
11.06.2001;99.4;6.2;0.3;0.18;8.5;;;7.2;12.4;0.1;304.6
12.06.2001;121.4;10.1;0.5;0.21;12.6;;;12.5;13.4;0.0;340.2
13.06.2001;134.5;12.2;0.6;0.23;14.4;;;20.2;14.6;4.3;216.7
14.06.2001;124.9;6.6;0.6;0.17;10.0;;;7.7;15.6;6.4;307.6
15.06.2001;123.5;11.6;0.9;0.21;18.2;;;13.6;16.8;5.6;203.0
16.06.2001;100.2;4.6;0.2;0.15;7.4;;;5.0;15.5;5.9;144.8
17.06.2001;76.1;3.2;0.1;0.14;5.0;;;3.6;13.5;1.9;151.6
18.06.2001;91.5;7.4;0.2;0.15;5.3;;;11.6;12.5;5.0;154.6
19.06.2001;105.7;5.8;0.4;0.16;9.0;;;6.5;14.0;0.0;244.5
20.06.2001;118.6;9.1;0.4;0.20;11.8;;;10.9;15.3;0.0;326.7
21.06.2001;134.5;13.2;0.9;0.21;16.0;;;22.7;18.0;0.0;330.1
22.06.2001;126.9;9.8;0.6;0.18;19.0;;;15.8;19.5;0.0;315.4
23.06.2001;138.5;9.7;1.5;0.26;23.5;;;10.7;18.1;0.0;321.9
24.06.2001;135.7;8.6;1.0;0.26;20.4;;;9.5;20.2;0.0;325.5
25.06.2001;160.5;12.3;1.0;0.23;21.0;;;15.3;20.9;0.0;326.3
26.06.2001;170.4;14.5;0.9;0.25;28.3;;;17.3;21.6;0.0;319.7
27.06.2001;151.4;12.0;1.4;0.24;34.0;;;15.1;21.9;1.7;244.6
28.06.2001;99.3;6.2;0.2;0.17;13.1;;;7.0;;;
29.06.2001;119.4;10.4;0.4;0.21;16.9;;;12.4;19.5;0.0;322.8
30.06.2001;120.6;8.2;0.5;0.20;17.5;;;9.1;20.7;0.0;263.5
01.07.2001;93.2;5.1;0.4;0.15;12.5;;;5.7;20.0;0.0;326.0
02.07.2001;132.6;8.2;0.9;0.18;17.4;;;9.2;20.1;0.0;327.2
03.07.2001;154.0;11.8;0.9;0.21;23.2;;;17.6;20.5;0.0;319.1
04.07.2001;152.1;14.3;0.8;0.23;23.8;;;17.3;20.2;0.0;253.0
05.07.2001;170.9;12.9;0.8;0.25;27.8;;;14.9;21.9;0.0;239.1
06.07.2001;174.7;11.4;0.8;0.24;33.1;;;12.8;23.0;0.0;273.0
07.07.2001;104.3;4.9;0.1;0.15;8.2;;;5.3;17.0;10.3;72.9
08.07.2001;89.4;5.5;0.1;0.15;8.7;;;6.0;16.9;2.5;148.9
09.07.2001;113.1;8.0;0.2;0.16;12.1;;;11.5;19.0;0.0;277.4
10.07.2001;121.6;9.6;0.4;0.18;17.5;;;13.0;19.3;0.0;258.5
11.07.2001;85.4;4.5;0.1;0.12;9.3;;;5.2;18.5;0.0;141.5
12.07.2001;;7.8;0.3;0.14;14.0;;;10.0;18.8;0.0;262.2
13.07.2001;91.0;5.9;0.2;0.13;8.9;;;7.0;18.2;12.3;131.3
14.07.2001;87.8;8.6;0.5;0.17;17.2;;;9.9;19.4;11.5;110.1
15.07.2001;81.6;2.8;0.0;0.13;5.6;;;3.3;14.1;40.0;40.7
16.07.2001;91.2;5.0;0.1;0.14;6.9;;;6.1;13.5;1.3;190.5
17.07.2001;107.4;7.0;0.2;0.18;13.1;;;9.4;15.4;0.5;270.2
18.07.2001;91.3;4.8;0.1;0.12;7.5;;;5.5;16.2;17.6;239.7
19.07.2001;85.5;4.9;0.2;0.13;8.1;;;5.8;16.9;0.0;259.3
20.07.2001;100.6;6.1;0.1;0.14;10.7;;;6.8;14.2;1.8;141.2
21.07.2001;102.4;6.2;0.2;0.19;12.5;;;7.2;16.2;0.0;315.8
22.07.2001;118.6;7.1;0.3;0.24;15.7;;;7.9;19.0;0.0;312.9
23.07.2001;115.4;8.5;0.5;0.20;18.3;;;11.4;18.6;12.9;235.8
24.07.2001;111.8;7.4;0.4;0.17;15.4;;;9.2;19.2;0.0;279.5
25.07.2001;145.6;12.2;0.8;0.23;25.3;;;19.3;21.2;0.0;290.1
26.07.2001;144.5;15.8;0.5;0.24;34.9;;;18.9;21.1;0.0;270.2
27.07.2001;151.7;13.8;0.7;0.25;32.4;;;17.0;21.9;0.0;267.6
28.07.2001;136.5;7.3;0.4;0.21;24.2;;;8.3;21.3;6.9;199.5
29.07.2001;155.0;6.1;0.4;0.23;25.6;;;7.0;22.4;0.0;259.2
30.07.2001;160.9;10.5;0.5;0.26;32.5;;;11.8;22.7;0.0;283.1
31.07.2001;165.4;11.7;1.1;0.26;33.6;;;13.1;23.1;0.0;260.3
01.08.2001;148.4;8.5;0.9;0.27;31.9;;;9.6;23.1;0.0;283.9
02.08.2001;168.7;14.0;1.5;0.36;52.4;;;16.4;23.1;0.5;195.5
03.08.2001;135.8;8.2;0.6;0.18;18.5;;;9.2;19.5;13.4;68.3
04.08.2001;81.1;3.0;0.1;0.13;7.9;;;3.6;18.3;3.3;170.9
05.08.2001;76.0;3.0;0.3;0.12;5.6;;;3.5;17.4;0.0;256.6
06.08.2001;60.7;6.3;0.3;0.13;7.1;;;8.1;16.8;0.7;132.3
07.08.2001;93.0;5.2;0.3;0.15;9.9;;;6.1;20.1;0.1;235.6
08.08.2001;78.6;5.3;0.3;0.14;9.7;;;6.0;19.0;10.2;134.3
09.08.2001;78.7;8.2;0.4;0.17;12.9;;;9.5;17.9;2.2;108.5
10.08.2001;83.0;4.7;0.2;0.14;7.9;;;5.8;16.3;0.7;235.0
11.08.2001;103.1;5.5;0.7;0.16;12.8;;;6.2;15.4;0.0;284.3
12.08.2001;111.8;8.1;0.5;0.21;15.0;;;8.9;16.1;0.0;283.8
13.08.2001;130.8;10.8;0.6;0.22;15.8;;;13.2;18.2;0.0;276.2
14.08.2001;160.3;14.9;0.9;0.27;26.5;;;17.3;20.3;0.0;267.6
15.08.2001;153.7;12.6;0.7;0.25;23.9;;;14.4;22.1;0.0;248.5
16.08.2001;131.6;12.1;1.1;0.22;24.0;;;13.4;21.5;0.0;167.5
17.08.2001;102.2;12.5;0.6;0.21;26.8;;;15.7;19.1;3.7;140.2
18.08.2001;124.0;10.0;0.4;0.21;21.1;;;11.2;20.7;0.1;256.7
19.08.2001;109.2;5.1;0.2;0.15;12.4;;;5.8;20.2;23.0;227.7
20.08.2001;93.6;7.4;0.2;0.16;9.2;;;8.3;18.7;2.5;166.8
21.08.2001;111.2;8.3;0.3;0.20;14.9;;;9.9;19.5;0.0;250.7
22.08.2001;117.9;10.3;0.3;0.22;16.2;;;13.2;19.3;0.0;254.9
23.08.2001;131.9;12.0;0.4;0.25;22.2;;;15.8;19.4;0.0;221.4
24.08.2001;149.3;12.4;0.4;0.28;26.1;;;17.3;20.5;0.0;245.4
25.08.2001;154.1;10.2;0.5;0.26;23.8;;;11.3;21.1;0.0;246.7
26.08.2001;121.8;7.9;0.5;0.20;19.0;;;8.9;21.7;0.0;249.1
27.08.2001;142.0;10.2;0.8;0.20;23.6;;;12.5;22.7;0.0;227.5
28.08.2001;136.0;11.8;0.5;0.23;30.3;;;13.6;20.7;0.0;228.4
29.08.2001;128.3;13.8;0.6;0.25;36.4;;;16.7;19.4;1.7;185.4
30.08.2001;94.8;11.0;0.1;0.18;14.4;;;12.6;17.4;10.5;81.6
31.08.2001;83.7;12.0;0.1;0.18;12.8;;;13.5;14.4;9.3;71.6
01.09.2001;73.4;5.4;0.2;0.14;8.5;;;6.0;13.5;0.1;122.3
02.09.2001;107.7;6.8;0.2;0.17;10.6;;;7.8;13.8;0.0;242.0
03.09.2001;114.6;10.9;0.4;0.21;18.8;;;14.6;15.8;0.0;238.5
04.09.2001;90.2;7.0;0.2;0.14;9.2;;;7.9;13.0;19.8;67.4
05.09.2001;67.2;7.5;0.2;0.14;7.9;;;8.6;10.4;1.9;91.6
06.09.2001;77.6;10.6;0.5;0.19;13.5;;;16.8;10.8;1.6;159.9
07.09.2001;75.0;9.1;0.3;0.16;12.5;;;10.4;14.3;5.0;78.0
08.09.2001;77.8;4.1;0.3;0.13;12.8;;;4.6;15.2;0.8;71.2
09.09.2001;83.3;2.2;0.5;0.12;6.2;;;2.7;11.8;7.6;190.9
10.09.2001;70.4;6.2;0.3;0.13;7.5;;;7.7;9.9;0.0;166.7
11.09.2001;89.3;8.0;0.4;0.15;11.4;;;10.2;10.1;0.0;157.8
12.09.2001;77.2;9.0;0.5;0.16;12.6;;;10.3;12.3;0.7;130.2
13.09.2001;81.5;10.1;0.7;0.16;16.4;;;12.7;14.1;1.1;135.9
14.09.2001;90.0;6.0;0.3;0.13;8.1;;;6.8;12.1;3.6;124.9
15.09.2001;82.5;5.9;0.4;0.15;10.7;;;6.8;12.5;0.0;184.3
16.09.2001;68.8;3.5;0.2;0.12;6.9;;;3.8;10.0;8.9;67.6
17.09.2001;70.7;4.4;0.2;0.14;4.9;;;5.0;8.4;4.0;117.4
18.09.2001;74.8;9.9;0.5;0.18;9.7;;;15.2;8.3;0.0;160.9
19.09.2001;79.6;9.8;0.5;0.18;10.8;;;12.0;10.1;0.0;87.0
20.09.2001;97.4;7.8;0.6;0.16;12.4;;;8.7;14.0;6.4;136.4
21.09.2001;88.8;14.0;1.1;0.20;21.4;;;15.4;13.5;1.3;80.6
22.09.2001;52.2;13.5;0.8;0.29;21.1;;;15.0;11.4;0.5;43.2
23.09.2001;40.5;11.9;0.6;0.28;16.1;;;12.7;11.3;17.2;28.9
24.09.2001;76.7;11.3;0.4;0.26;10.3;;;13.0;12.5;6.2;69.0
25.09.2001;98.5;12.9;0.5;0.26;19.4;;;19.0;11.6;0.1;123.5
26.09.2001;107.9;12.7;0.5;0.25;19.4;;;16.5;11.6;0.0;176.0
27.09.2001;78.1;18.5;0.7;0.30;27.1;;;30.3;10.8;0.0;149.0
28.09.2001;98.6;18.2;0.6;0.32;26.7;;;25.5;11.3;0.0;149.3
29.09.2001;74.9;14.8;0.5;0.30;26.3;;;17.3;12.8;6.1;47.0
30.09.2001;86.3;8.8;0.3;0.26;13.2;;;9.4;14.5;2.2;126.6
01.10.2001;88.8;10.2;0.8;0.21;14.6;;;16.1;16.8;0.0;138.7
02.10.2001;100.4;11.6;0.9;0.18;19.3;;;15.1;18.8;0.0;166.6
03.10.2001;85.5;16.0;0.8;0.20;19.6;;;18.6;16.9;12.0;101.0
04.10.2001;85.1;10.4;0.3;0.18;10.1;;;11.7;13.4;5.4;135.2
05.10.2001;54.4;16.6;0.6;0.26;25.4;;;21.3;12.3;1.2;98.4
06.10.2001;87.2;12.4;0.6;0.28;25.4;;;14.9;15.6;0.6;131.2
07.10.2001;75.5;7.1;0.2;0.20;11.9;;;7.8;15.2;12.6;90.0
08.10.2001;86.3;10.9;0.5;0.24;15.0;;;20.5;12.6;8.7;98.8
09.10.2001;81.1;11.8;0.4;0.18;12.4;;;13.4;12.3;4.8;100.9
10.10.2001;82.4;18.8;0.8;0.30;32.5;;;27.3;13.8;0.0;120.2
11.10.2001;55.3;20.6;0.6;0.35;37.1;;;31.9;12.0;0.0;89.5
12.10.2001;51.2;21.9;0.5;0.41;34.2;;;29.6;12.5;0.1;108.4
13.10.2001;56.2;20.1;0.8;0.46;42.5;;;27.1;12.2;0.1;82.7
14.10.2001;74.0;16.5;0.6;0.47;36.9;;;22.4;12.6;0.2;91.9
15.10.2001;90.9;19.6;0.9;0.35;36.7;;;32.8;14.6;0.0;123.2
16.10.2001;94.3;17.0;1.1;0.29;36.1;;;28.9;14.6;0.0;124.9
17.10.2001;80.5;21.1;0.9;0.38;48.7;;;39.2;13.5;0.0;97.3
