Datum/Zeit;O3 [ug/m3];NO2 [ug/m3];SO2 [ug/m3];CO [mg/m3];PM10 [ug/m3];PM2.5 [ug/m3];EC [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
28.04.2005;83.7;14.3;0.7;0.31;21.1;;;18.2;12.0;0.0;158.2
29.04.2005;128.1;14.3;1.2;0.33;26.9;;;19.1;15.9;0.0;264.0
30.04.2005;147.9;10.8;1.0;0.31;21.9;;;12.4;16.7;0.0;276.0
01.05.2005;139.1;8.1;1.3;0.23;22.6;;;9.2;18.2;0.0;284.8
02.05.2005;129.8;11.6;1.2;0.21;18.9;;;14.5;18.2;0.0;221.5
03.05.2005;93.0;13.1;0.4;0.22;17.9;;;15.4;13.9;13.3;63.5
04.05.2005;89.9;5.2;0.1;0.17;6.6;;;5.9;12.4;1.7;200.2
05.05.2005;95.4;4.6;0.2;0.19;4.8;;;5.0;10.7;0.4;149.4
06.05.2005;94.7;7.3;0.2;0.19;9.4;;;8.0;9.4;0.4;91.2
07.05.2005;80.3;6.5;0.2;0.19;9.8;;;7.1;10.0;1.0;100.9
08.05.2005;108.9;4.2;0.2;0.20;7.6;;;4.6;10.0;0.5;299.3
09.05.2005;111.3;8.7;0.4;0.20;12.0;;;10.2;10.5;0.0;247.5
10.05.2005;99.3;14.5;1.1;0.28;15.6;;;18.2;8.6;0.0;162.7
11.05.2005;118.3;12.2;1.1;0.24;14.2;;;15.0;10.1;0.0;318.9
12.05.2005;116.9;16.8;1.1;0.26;16.1;;;21.0;10.8;0.6;215.6
13.05.2005;118.5;15.2;0.7;0.27;15.4;;;16.7;13.6;1.3;258.9
14.05.2005;94.5;11.7;0.3;0.22;15.6;;;13.2;11.9;1.8;68.1
15.05.2005;100.7;6.3;0.3;0.21;12.0;;;6.9;14.0;0.1;269.3
16.05.2005;85.6;7.9;0.5;0.21;11.1;;;8.8;9.5;11.0;60.9
17.05.2005;108.3;8.5;0.4;0.21;8.7;;;9.8;11.1;0.0;252.7
18.05.2005;85.3;12.3;0.4;0.25;16.0;;;13.1;9.3;7.3;43.4
19.05.2005;117.8;13.6;0.6;0.26;15.6;;;17.7;10.6;0.0;303.1
20.05.2005;127.3;16.3;1.1;0.27;19.3;;;20.2;15.3;0.3;299.0
21.05.2005;105.0;9.6;0.9;0.22;16.0;;;10.6;15.4;3.0;138.8
22.05.2005;101.4;6.1;0.6;0.17;10.1;;;6.7;14.4;2.8;198.8
23.05.2005;87.9;7.3;0.3;0.17;5.9;;;8.0;10.9;19.0;123.3
24.05.2005;108.2;7.5;0.4;0.20;8.8;;;9.0;12.1;0.0;303.0
25.05.2005;117.7;11.6;0.7;0.23;12.3;;;14.8;16.4;0.0;304.2
26.05.2005;148.4;13.2;1.0;0.24;18.3;;;16.0;19.4;0.0;315.3
27.05.2005;164.9;13.0;1.4;0.26;22.0;;;15.4;20.9;0.0;285.4
28.05.2005;157.1;9.4;1.7;0.26;25.2;;;10.7;22.5;0.0;290.9
29.05.2005;145.5;8.0;0.9;0.23;22.9;;;9.3;21.6;3.8;251.8
30.05.2005;83.4;10.4;0.6;0.19;14.0;;;11.5;16.7;2.7;61.0
31.05.2005;109.1;7.2;0.4;0.18;10.1;;;8.5;14.1;0.0;323.4
01.06.2005;127.9;11.0;1.0;0.21;13.6;;;12.9;15.2;0.0;328.8
02.06.2005;135.8;13.0;0.8;0.22;16.7;;;15.7;16.7;0.0;326.4
03.06.2005;150.8;12.0;0.9;0.21;20.1;;;14.6;19.1;0.0;297.9
04.06.2005;108.5;3.8;0.3;0.14;9.0;;;4.3;17.0;0.0;193.4
05.06.2005;97.6;4.1;0.3;0.16;11.6;;;4.6;15.4;0.0;210.5
06.06.2005;79.3;8.2;0.3;0.16;10.9;;;9.7;14.5;0.3;152.2
07.06.2005;100.1;7.3;0.5;0.17;11.1;;;8.4;13.7;0.7;286.0
08.06.2005;108.2;6.7;0.5;0.17;11.5;;;7.5;11.5;0.0;318.8
09.06.2005;107.2;6.2;0.7;0.16;9.3;;;7.1;12.1;0.0;307.5
10.06.2005;119.4;7.9;1.0;0.19;11.0;;;9.2;12.6;0.0;340.0
11.06.2005;132.2;8.1;0.9;0.23;13.8;;;9.1;14.3;0.0;320.8
12.06.2005;136.4;7.2;0.9;0.20;19.8;;;8.1;17.3;0.0;243.1
13.06.2005;126.1;9.5;1.1;0.18;19.0;;;10.6;17.2;4.6;192.2
14.06.2005;89.1;11.1;0.5;0.17;;;;12.6;14.9;7.2;82.3
15.06.2005;123.7;10.2;0.4;0.18;13.9;;;12.3;17.9;0.0;299.7
16.06.2005;126.9;10.1;0.6;0.19;17.0;;;11.8;19.1;0.0;289.9
17.06.2005;119.3;9.9;0.8;0.18;15.1;;;13.1;20.0;0.0;323.9
18.06.2005;105.7;7.8;0.9;0.18;20.0;;;9.1;21.8;0.0;315.9
19.06.2005;131.9;7.3;0.7;0.18;15.3;;;8.2;21.3;0.0;331.8
20.06.2005;154.1;11.1;1.0;0.19;17.6;;;13.1;21.2;0.0;330.8
21.06.2005;153.7;14.3;1.3;0.21;;;;17.2;22.2;0.0;286.7
22.06.2005;179.6;12.0;1.3;0.22;24.8;;;14.3;23.8;0.0;315.7
23.06.2005;184.5;14.7;1.3;0.27;34.9;;;16.5;23.3;0.0;284.8
24.06.2005;168.0;13.0;0.9;0.22;;;;15.0;23.3;6.2;260.3
25.06.2005;106.9;9.3;0.5;0.16;18.9;;;10.7;20.3;0.0;210.8
26.06.2005;119.7;9.1;0.4;0.18;21.8;;;10.6;22.9;0.0;305.5
27.06.2005;126.8;11.2;0.6;0.18;;;;13.1;23.0;0.5;286.7
28.06.2005;138.3;14.7;0.5;0.20;33.9;;;17.6;23.7;0.0;249.2
29.06.2005;120.9;11.9;0.3;0.16;26.1;;;13.8;21.4;4.3;198.2
30.06.2005;106.4;6.6;0.1;0.14;13.8;;;7.3;20.0;1.6;235.6
01.07.2005;82.5;7.3;0.2;0.14;10.6;;;8.6;16.4;2.3;195.0
02.07.2005;83.6;7.5;0.3;0.17;12.8;;;8.3;17.8;0.0;175.7
03.07.2005;94.8;8.0;0.3;0.18;13.8;;;9.3;20.1;0.0;324.2
04.07.2005;100.0;10.3;0.5;0.17;17.7;;;12.6;17.4;3.7;130.1
05.07.2005;92.8;7.0;0.3;0.13;10.4;;;8.3;14.8;0.0;270.4
06.07.2005;72.1;9.3;0.3;0.15;10.6;;;10.9;13.5;7.1;109.1
07.07.2005;73.4;7.2;0.2;0.14;10.0;;;8.3;13.0;8.3;113.5
08.07.2005;92.4;6.9;0.3;0.15;11.4;;;7.8;13.9;6.9;175.1
09.07.2005;105.5;5.5;0.3;0.16;12.5;;;6.2;13.8;4.4;240.0
10.07.2005;112.2;5.6;0.6;0.18;13.6;;;6.3;16.0;4.0;201.2
11.07.2005;108.9;6.5;0.4;0.16;12.0;;;7.7;17.0;0.2;232.5
12.07.2005;121.1;6.6;0.7;0.16;16.6;;;7.3;19.0;0.0;283.5
13.07.2005;140.7;9.1;0.7;0.19;20.4;;;10.6;20.0;0.0;302.5
14.07.2005;155.1;11.7;0.6;0.20;20.7;;;14.2;20.6;0.0;313.7
15.07.2005;162.0;10.9;0.9;0.20;22.2;;;12.8;23.4;0.0;299.9
16.07.2005;163.4;9.2;1.3;0.19;27.1;;;10.1;24.6;0.8;262.9
17.07.2005;157.5;8.0;1.1;0.20;22.9;;;8.9;23.9;0.0;278.4
18.07.2005;151.7;12.3;1.0;0.20;28.5;;;14.2;20.6;5.2;174.1
19.07.2005;88.3;6.5;0.3;0.14;14.3;;;7.3;18.9;0.0;225.7
20.07.2005;94.5;6.3;0.5;0.16;13.1;;;7.6;19.0;0.0;314.8
21.07.2005;97.1;5.6;0.4;0.12;10.3;;;6.5;19.8;0.0;235.7
22.07.2005;129.7;9.3;0.8;0.16;15.3;;;12.2;18.0;0.0;259.2
23.07.2005;104.5;6.9;0.6;0.16;11.8;;;7.7;17.1;0.0;212.5
24.07.2005;105.3;7.6;0.9;0.17;13.9;;;8.4;19.6;2.2;148.7
25.07.2005;110.8;10.2;0.7;0.19;21.1;;;12.5;20.5;3.9;159.8
26.07.2005;122.6;9.8;0.4;0.17;16.3;;;11.5;22.4;0.0;242.8
27.07.2005;159.7;12.3;2.0;0.23;26.7;;;14.4;24.0;0.0;284.3
28.07.2005;175.2;15.0;1.5;0.23;36.0;;;16.9;26.0;0.0;275.4
29.07.2005;157.9;10.8;1.2;0.22;26.8;;;12.3;23.2;9.1;221.3
30.07.2005;101.6;4.9;0.2;0.14;7.8;;;5.4;19.3;1.3;209.6
31.07.2005;91.4;5.7;0.7;0.14;15.5;;;6.4;17.9;0.0;200.0
01.08.2005;113.2;6.5;0.7;0.17;14.0;;;7.2;18.6;0.3;236.4
02.08.2005;83.5;10.7;0.3;0.19;9.4;;;11.5;15.6;24.4;34.9
03.08.2005;113.1;8.7;0.4;0.17;10.0;;;9.5;16.6;0.6;136.4
04.08.2005;99.2;7.8;0.4;0.17;12.5;;;9.0;17.4;0.0;283.5
05.08.2005;114.1;8.9;0.6;0.17;12.5;;;10.9;17.7;0.8;281.5
06.08.2005;81.7;4.6;0.3;0.14;7.6;;;5.2;18.5;0.7;155.4
07.08.2005;89.9;3.2;0.3;0.13;10.2;;;3.4;16.0;0.0;188.8
08.08.2005;85.2;5.6;0.4;0.14;8.7;;;6.6;14.2;0.1;286.8
09.08.2005;110.5;10.6;0.8;0.18;11.8;;;13.5;15.1;0.0;290.2
10.08.2005;136.2;10.4;1.0;0.19;16.1;;;12.9;17.9;0.0;251.4
11.08.2005;125.1;11.3;1.1;0.19;16.2;;;12.8;17.4;0.0;216.4
12.08.2005;112.1;9.3;0.7;0.16;11.1;;;11.0;18.1;0.0;275.8
13.08.2005;93.6;5.6;0.3;0.14;10.4;;;6.3;18.3;0.0;180.0
14.08.2005;77.3;4.5;0.6;0.14;7.8;;;5.0;14.8;13.6;77.4
15.08.2005;62.6;6.5;0.2;0.15;5.8;;;7.3;13.4;2.2;72.0
16.08.2005;97.1;7.9;0.5;0.17;10.1;;;9.4;15.4;0.0;243.1
17.08.2005;111.3;12.0;0.4;0.21;16.6;;;15.8;15.6;0.0;213.6
18.08.2005;126.2;12.7;0.8;0.27;21.4;;;16.7;17.7;0.6;217.4
19.08.2005;111.9;11.0;0.3;0.19;17.5;;;13.0;17.8;0.0;172.4
20.08.2005;88.5;7.0;0.5;0.17;11.0;;;7.5;15.7;0.9;106.3
21.08.2005;68.1;7.7;0.3;0.20;8.2;;;8.2;14.2;18.5;33.0
22.08.2005;70.3;16.0;0.2;0.26;12.8;;;18.1;15.6;6.7;22.2
23.08.2005;108.3;9.1;0.3;0.18;17.5;;;9.9;16.4;1.9;116.2
24.08.2005;96.6;8.3;0.2;0.16;9.3;;;10.4;17.5;0.2;242.7
25.08.2005;102.0;9.6;0.5;0.17;15.4;;;10.8;17.3;4.1;84.5
26.08.2005;93.8;8.1;0.3;0.16;10.8;;;9.3;17.3;0.0;166.8
27.08.2005;93.6;8.6;0.9;0.18;16.7;;;10.3;15.4;9.6;158.3
28.08.2005;98.9;5.8;0.4;0.18;15.4;;;6.4;17.3;1.2;198.0
29.08.2005;110.5;10.8;0.6;0.23;18.3;;;15.2;17.8;0.0;241.5
30.08.2005;137.9;11.7;0.4;0.24;20.1;;;15.7;19.8;0.0;237.0
31.08.2005;149.4;13.6;0.8;0.27;24.8;;;17.7;20.7;0.0;230.7
01.09.2005;146.8;11.1;0.9;0.21;26.7;;;12.9;21.0;0.0;206.0
02.09.2005;141.5;12.5;1.1;0.25;34.1;;;15.4;20.5;0.0;173.2
03.09.2005;121.8;10.4;0.6;0.26;32.1;;;11.8;20.2;0.0;195.6
04.09.2005;119.8;8.4;0.4;0.24;34.7;;;9.5;20.0;0.0;180.3
05.09.2005;110.8;11.7;0.8;0.22;27.7;;;14.7;18.4;26.0;163.8
06.09.2005;126.1;11.5;0.4;0.23;17.3;;;13.6;18.3;0.4;178.9
07.09.2005;126.7;12.5;0.8;0.22;20.4;;;15.5;19.1;0.0;207.1
08.09.2005;135.7;13.1;0.7;0.23;22.9;;;16.1;19.5;0.3;201.5
09.09.2005;117.1;12.3;0.4;0.19;17.6;;;13.9;18.2;1.6;122.4
10.09.2005;101.7;8.0;0.3;0.16;12.1;;;9.1;18.2;11.2;135.7
11.09.2005;80.7;6.6;0.1;0.13;7.1;;;7.0;15.6;8.2;102.7
12.09.2005;71.2;8.8;0.2;0.17;6.9;;;9.7;14.8;5.8;92.4
13.09.2005;101.6;10.1;0.6;0.21;12.1;;;18.1;15.8;0.0;211.4
14.09.2005;96.4;10.5;0.3;0.22;15.0;;;12.2;16.9;0.0;154.3
15.09.2005;98.3;12.8;0.4;0.21;17.2;;;17.2;16.4;0.0;197.2
16.09.2005;114.7;9.0;0.5;0.17;14.3;;;10.1;16.6;7.6;138.5
17.09.2005;61.4;5.6;0.4;0.14;5.2;;;6.2;9.9;13.2;94.7
18.09.2005;58.0;5.2;0.9;0.15;8.1;;;5.6;9.3;0.0;40.5
19.09.2005;52.6;10.3;1.0;0.20;13.7;;;11.5;9.6;0.0;58.6
20.09.2005;76.4;13.5;1.3;0.23;19.0;;;17.9;10.7;0.0;91.4
21.09.2005;86.9;15.9;1.4;0.25;20.8;;;23.5;10.5;0.0;174.3
22.09.2005;93.8;18.7;1.2;0.29;26.6;;;27.5;11.2;0.0;182.2
23.09.2005;112.2;19.3;1.1;0.30;27.6;;;28.4;13.1;0.0;160.5
24.09.2005;127.3;13.7;1.1;0.24;24.0;;;15.8;14.3;0.0;175.0
25.09.2005;121.7;9.6;0.9;0.23;22.2;;;10.5;14.3;0.0;144.6
26.09.2005;96.0;13.2;0.5;0.21;18.8;;;14.9;15.7;8.2;133.4
27.09.2005;89.0;18.4;0.8;0.25;29.3;;;25.7;15.4;0.0;83.8
28.09.2005;87.4;12.4;0.8;0.19;23.3;;;13.8;16.2;0.0;125.6
29.09.2005;67.2;7.3;0.4;0.14;10.4;;;8.0;13.2;1.9;60.1
30.09.2005;77.5;11.3;0.6;0.18;13.5;;;15.9;10.2;0.0;136.8
01.10.2005;67.8;11.6;0.9;0.20;12.2;;;13.3;10.5;15.5;32.4
02.10.2005;71.8;4.6;0.5;0.14;5.4;;;5.0;9.5;4.2;75.1
03.10.2005;59.0;9.2;0.6;0.18;3.8;;;10.0;8.6;18.0;21.6
04.10.2005;47.1;11.1;0.6;0.24;6.5;;;13.3;11.0;0.8;133.1
05.10.2005;73.5;15.1;1.0;0.30;15.3;;;22.1;11.0;0.0;133.3
06.10.2005;65.4;16.7;0.8;0.30;16.2;;;20.8;11.0;0.0;117.9
07.10.2005;59.6;17.8;0.8;0.31;25.6;;;25.5;10.7;0.0;81.6
08.10.2005;75.9;15.9;0.9;0.34;23.2;;;19.8;10.5;0.0;140.1
09.10.2005;86.6;11.0;0.8;0.28;18.1;;;12.4;10.8;0.0;146.1
10.10.2005;77.2;18.5;1.0;0.31;21.4;;;28.1;10.6;0.0;128.8
11.10.2005;72.4;20.2;0.9;0.33;30.5;;;24.6;11.5;0.0;104.4
12.10.2005;91.9;19.1;0.6;0.29;29.0;;;24.3;10.9;0.0;105.9
13.10.2005;85.2;19.4;0.8;0.33;30.6;;;29.0;11.2;0.0;125.5
14.10.2005;74.6;22.9;0.5;0.36;31.1;;;29.9;9.8;0.0;93.8
15.10.2005;55.7;23.0;0.8;0.42;37.7;;;31.3;7.7;0.0;79.3
16.10.2005;51.9;19.6;0.6;0.40;28.9;;;22.4;8.7;0.1;76.2
17.10.2005;28.8;19.9;0.4;0.32;28.8;;;21.5;8.4;0.0;19.3
18.10.2005;22.2;25.2;0.5;0.33;28.4;;;29.4;8.0;0.5;33.1
19.10.2005;13.2;25.0;0.9;0.43;26.8;;;45.3;9.8;4.4;49.5
20.10.2005;44.8;20.6;0.6;0.35;23.6;;;31.1;12.3;0.0;83.3
21.10.2005;64.0;15.6;0.6;0.27;19.3;;;23.3;12.9;1.7;79.4
22.10.2005;77.1;10.3;0.4;0.17;12.9;;;11.8;14.6;1.7;98.5
23.10.2005;73.0;7.2;0.2;0.16;7.1;;;7.7;12.3;30.8;42.1
24.10.2005;39.2;14.2;0.4;0.23;14.3;;;23.4;9.9;0.0;102.3
25.10.2005;71.5;12.7;0.8;0.22;14.7;;;20.3;12.7;0.0;82.2
26.10.2005;52.4;19.7;1.2;0.24;22.2;;;24.1;13.4;0.0;107.5
27.10.2005;49.0;24.9;0.9;0.35;27.4;;;39.9;10.7;0.0;112.4
28.10.2005;51.0;25.0;0.5;0.37;26.1;;;36.2;9.7;0.0;102.5
29.10.2005;65.4;22.0;0.8;0.36;31.3;;;26.9;10.1;0.0;96.7
30.10.2005;75.4;15.6;0.4;0.36;27.4;;;18.4;9.7;0.0;93.9
31.10.2005;42.1;24.5;0.8;0.38;31.6;;;45.2;10.0;0.0;78.7
01.11.2005;69.8;15.8;0.4;0.21;15.5;;;17.5;12.5;2.4;69.4
02.11.2005;28.5;21.8;1.0;0.33;19.2;;;37.8;9.7;0.0;62.5
03.11.2005;43.9;25.3;1.0;0.39;29.5;;;37.7;11.4;0.1;95.7
04.11.2005;56.7;20.0;0.8;0.28;24.8;;;29.0;11.9;11.7;57.2
05.11.2005;78.8;9.7;0.2;0.21;11.8;;;10.4;8.9;5.3;46.7
06.11.2005;67.3;11.0;0.6;0.27;14.6;;;12.7;5.4;0.0;100.6
07.11.2005;41.6;17.4;1.0;0.31;23.2;;;25.2;6.4;0.0;62.7
08.11.2005;25.1;25.7;0.4;0.37;26.9;;;36.8;4.9;0.0;47.0
09.11.2005;21.8;31.2;0.4;0.42;29.1;;;39.3;5.8;0.0;35.6
10.11.2005;44.7;22.5;1.1;0.42;29.2;;;35.1;8.1;0.0;61.8
11.11.2005;60.0;21.0;0.6;0.36;28.4;;;27.8;8.0;0.0;78.6
12.11.2005;35.1;23.2;0.7;0.43;31.7;;;27.1;5.0;0.0;47.7
13.11.2005;25.4;22.1;0.8;0.50;31.3;;;27.8;4.7;0.0;42.5
14.11.2005;23.1;22.3;0.3;0.33;19.7;;;24.2;4.4;0.0;10.4
15.11.2005;23.4;26.0;0.7;0.44;30.8;;;44.2;5.1;0.0;66.0
16.11.2005;63.3;18.3;0.8;0.24;17.4;;;20.8;8.2;0.0;22.6
17.11.2005;73.8;12.5;0.9;0.20;9.6;;;13.3;3.3;0.0;82.5
18.11.2005;64.6;19.7;1.4;0.27;13.3;;;26.8;0.7;0.0;85.1
19.11.2005;57.8;18.4;1.6;0.29;17.3;;;21.1;-0.1;0.0;83.9
20.11.2005;53.3;19.7;1.1;0.37;21.4;;;22.1;-2.0;0.0;81.4
21.11.2005;21.5;34.8;2.3;0.47;27.0;;;55.7;-0.5;0.0;72.0
22.11.2005;47.3;17.4;1.3;0.22;12.5;;;18.8;0.3;0.0;75.7
23.11.2005;49.1;14.7;2.0;0.22;13.4;;;16.2;-0.4;0.0;68.0
24.11.2005;46.8;18.9;2.0;0.27;24.0;;;20.3;-3.0;0.0;61.7
25.11.2005;70.6;16.5;1.3;0.22;12.5;;;17.6;-0.3;4.1;62.3
26.11.2005;63.6;24.0;1.9;0.34;20.0;;;28.3;-3.5;0.0;74.8
27.11.2005;70.0;18.7;1.9;0.28;16.2;;;20.9;-3.5;0.0;49.5
28.11.2005;60.9;17.0;1.7;0.22;12.5;;;18.3;0.6;2.2;34.5
29.11.2005;42.2;35.2;1.5;0.38;21.2;;;53.0;0.7;3.1;33.5
30.11.2005;15.8;38.5;2.0;0.49;32.5;;;62.9;0.6;0.0;35.9
01.12.2005;58.5;33.6;1.3;0.39;29.4;;;40.9;-1.7;0.0;71.2
02.12.2005;23.5;42.1;1.6;0.49;40.2;;;55.4;-3.4;8.1;30.0
03.12.2005;63.8;27.5;1.7;0.33;17.3;;;32.2;3.2;0.8;49.8
04.12.2005;74.3;9.5;1.2;0.15;4.9;;;9.7;6.1;3.4;29.0
05.12.2005;72.2;16.6;0.7;0.18;7.7;;;17.5;5.2;0.0;49.7
06.12.2005;65.1;19.4;0.7;0.20;11.5;;;21.9;2.6;0.0;40.9
07.12.2005;48.3;19.7;0.8;0.25;10.6;;;21.5;2.8;0.3;30.8
08.12.2005;54.5;18.3;0.9;0.26;12.2;;;19.7;2.0;2.8;27.9
09.12.2005;46.4;20.9;1.0;0.31;13.8;;;23.8;1.4;7.4;28.4
10.12.2005;34.8;18.9;1.3;0.31;18.1;;;19.8;0.8;0.0;29.2
11.12.2005;40.5;15.4;1.0;0.30;21.6;;;16.4;-1.1;0.0;52.3
12.12.2005;41.6;30.4;2.2;0.39;30.1;;;34.9;-2.7;0.0;52.9
13.12.2005;55.6;24.9;2.4;0.30;23.8;;;26.4;0.5;0.0;58.5
14.12.2005;58.3;21.2;1.3;0.26;17.5;;;22.1;0.3;0.0;11.5
15.12.2005;52.2;29.5;2.1;0.36;25.0;;;35.9;-1.1;0.0;60.2
16.12.2005;52.3;22.3;1.3;0.27;14.7;;;23.1;2.1;3.9;8.8
17.12.2005;70.9;7.7;0.7;0.19;8.3;;;7.9;1.2;0.7;27.8
18.12.2005;66.2;9.6;0.8;0.23;11.6;;;10.0;-1.5;0.0;47.0
19.12.2005;51.7;26.0;1.9;0.32;18.3;;;29.3;-2.7;0.6;29.3
20.12.2005;42.8;25.6;1.2;0.34;23.7;;;27.5;-2.2;0.0;16.5
21.12.2005;43.7;22.6;0.7;0.31;24.9;;;23.4;-2.7;0.0;9.7
22.12.2005;44.2;29.5;1.3;0.39;36.7;;;32.1;-2.3;0.0;29.6
23.12.2005;27.8;42.8;2.7;0.58;44.2;;;60.9;-1.6;0.0;50.5
24.12.2005;40.3;34.0;1.7;0.48;36.7;;;39.5;-0.7;0.0;14.5
25.12.2005;58.5;14.8;1.2;0.31;18.7;;;15.3;0.1;0.0;19.9
26.12.2005;38.1;18.1;1.1;0.34;24.1;;;18.9;-1.6;0.0;18.1
27.12.2005;55.6;15.1;1.1;0.28;12.6;;;16.4;-4.0;0.3;32.8
28.12.2005;44.6;13.5;1.1;0.28;10.8;;;15.0;-6.3;0.0;48.9
29.12.2005;37.3;22.7;2.3;0.39;21.0;;;26.1;-5.5;0.1;51.2
30.12.2005;62.1;26.3;2.6;0.47;26.6;;;32.0;-8.2;9.3;43.4
31.12.2005;68.3;12.3;1.9;0.22;3.0;;;12.9;4.4;15.4;38.0
01.01.2006;84.4;7.5;0.8;0.19;3.5;;;7.6;3.6;1.0;55.8
02.01.2006;52.1;18.7;1.6;0.32;11.9;;;20.3;1.5;2.3;19.4
03.01.2006;71.5;15.3;1.6;0.27;12.1;;;16.3;1.1;0.0;57.8
04.01.2006;49.9;16.8;1.4;0.28;16.9;;;17.5;-0.3;0.0;32.6
05.01.2006;48.7;26.8;1.5;0.40;29.3;;;30.2;-1.8;0.0;58.1
06.01.2006;25.6;33.7;1.2;0.55;47.0;;;41.4;-4.3;0.0;25.6
07.01.2006;23.5;37.5;1.3;0.55;67.8;;;40.9;-3.6;0.0;31.9
08.01.2006;21.8;36.5;1.3;0.61;79.4;;;39.6;-3.9;0.0;19.2
09.01.2006;32.1;33.2;2.1;0.53;52.2;;;35.0;-3.4;0.0;21.6
10.01.2006;33.7;31.3;1.5;0.45;50.8;;;32.9;-3.4;0.0;22.8
11.01.2006;42.2;32.9;1.4;0.48;49.4;;;36.7;-4.0;0.0;51.7
12.01.2006;34.9;42.8;2.2;0.60;61.7;;;52.1;-3.9;0.0;49.3
13.01.2006;25.2;51.3;2.2;0.65;69.4;;;65.8;-5.2;0.0;28.8
14.01.2006;27.1;48.4;1.3;0.58;71.9;;;52.9;-5.3;0.0;22.6
15.01.2006;39.0;34.6;1.3;0.47;62.2;;;36.6;-5.3;0.0;35.7
16.01.2006;30.6;37.2;1.9;0.54;59.7;;;47.2;-5.1;1.7;32.9
17.01.2006;75.2;26.4;2.7;0.32;17.5;;;28.3;2.0;6.0;24.7
18.01.2006;73.4;22.3;1.6;0.28;12.2;;;23.6;4.4;0.7;20.8
19.01.2006;28.0;26.6;0.9;0.43;16.4;;;40.9;0.8;0.0;36.5
20.01.2006;51.9;27.8;1.4;0.36;19.2;;;32.3;2.4;0.0;54.5
21.01.2006;79.6;11.3;1.0;0.24;11.4;;;12.0;4.3;0.0;64.2
22.01.2006;69.0;11.4;1.2;0.28;12.2;;;12.3;1.7;0.0;76.6
23.01.2006;48.4;16.4;1.4;0.34;28.5;;;18.3;-1.9;0.0;81.5
24.01.2006;47.9;25.7;1.9;0.40;39.9;;;27.9;-4.3;0.0;58.0
25.01.2006;51.2;37.5;1.7;0.48;60.1;;;43.3;-1.8;0.0;62.4
26.01.2006;71.2;29.4;2.2;0.39;38.4;;;32.5;-0.5;0.0;54.0
27.01.2006;41.1;43.2;2.3;0.58;74.2;;;47.0;-2.8;0.0;38.2
28.01.2006;25.5;52.5;3.7;0.78;90.1;;;64.9;-2.4;0.0;45.8
29.01.2006;47.1;40.7;4.4;0.82;79.9;;;50.3;-1.7;0.0;47.5
30.01.2006;75.8;41.3;4.0;0.80;107.0;;;51.7;-1.9;0.0;78.4
31.01.2006;57.2;51.4;3.1;0.89;149.8;;;63.7;-1.8;0.0;81.0
01.02.2006;20.0;56.0;1.0;0.97;136.6;;;70.3;-3.8;0.0;37.6
02.02.2006;23.9;59.5;0.5;0.97;82.0;;;67.5;-4.8;0.0;28.9
03.02.2006;23.9;65.9;0.9;0.84;130.1;;;71.3;-4.0;0.0;18.7
04.02.2006;19.2;77.9;1.4;0.77;99.7;;;91.8;-4.3;0.0;16.5
05.02.2006;40.5;55.1;1.5;0.59;62.7;;;58.6;-4.4;0.0;28.1
06.02.2006;54.0;38.8;4.3;0.53;46.1;;;47.6;-0.7;0.0;99.1
07.02.2006;51.0;35.7;2.1;0.42;30.8;;;40.3;0.8;0.0;28.8
08.02.2006;67.7;20.0;0.9;0.26;18.8;;;20.7;1.7;0.0;20.6
09.02.2006;76.8;17.9;0.8;0.24;12.0;;;19.2;1.4;0.3;61.9
10.02.2006;85.9;16.3;0.6;0.28;13.2;;;17.4;-0.8;0.0;96.5
11.02.2006;65.5;17.6;1.5;0.34;17.7;;;18.8;-1.3;0.0;103.8
12.02.2006;61.0;21.5;1.7;0.45;28.8;;;22.9;-3.5;0.0;86.5
13.02.2006;43.5;37.5;2.0;0.57;58.8;;;47.2;-2.4;0.0;71.6
14.02.2006;43.8;45.8;2.3;0.65;84.2;;;56.8;1.5;0.0;75.2
15.02.2006;70.2;24.4;1.6;0.32;20.4;;;25.5;3.8;5.9;15.7
16.02.2006;90.4;9.4;0.8;0.20;3.7;;;9.9;6.9;13.2;48.3
17.02.2006;89.2;8.8;0.2;0.19;5.1;;;9.2;3.9;5.4;43.5
18.02.2006;92.4;7.0;0.3;0.19;4.7;;;7.2;4.5;9.2;63.1
19.02.2006;76.0;13.3;1.1;0.25;10.8;;;14.6;1.9;3.4;78.1
20.02.2006;83.5;17.5;0.5;0.28;11.3;;;19.1;3.7;1.4;95.4
21.02.2006;84.1;20.8;1.0;0.42;18.5;;;29.1;2.8;0.0;125.9
22.02.2006;45.9;29.4;1.2;0.48;43.3;;;44.9;1.4;0.0;57.9
23.02.2006;40.8;29.1;1.3;0.45;48.6;;;33.2;1.9;0.0;39.7
24.02.2006;45.2;26.8;0.9;0.40;46.1;;;28.0;0.7;0.0;32.9
25.02.2006;51.3;27.7;2.1;0.47;64.8;;;29.3;0.9;0.0;59.4
26.02.2006;72.6;22.1;2.2;0.44;55.6;;;22.7;0.0;0.0;42.8
27.02.2006;85.4;14.5;1.6;0.28;23.4;;;15.4;-1.9;0.0;134.4
28.02.2006;79.2;18.3;1.0;0.28;20.1;;;19.6;-2.1;0.2;61.4
